Endpoint,Startpoint,Data Arrival Time (ns),Data Required Time (ns),Slack (ns),Status,Path Cells,Cell Types
channel_out_op[56],genblk1_vcr/ops_0__opc/cho/flit_dataq/q_reg_50_,0.128,1.88,1.752,MET,2,DFF_X1
channel_out_op[100],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_24_,0.128,1.88,1.752,MET,2,DFF_X1
channel_out_op[263],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_47_,0.128,1.88,1.752,MET,2,DFF_X1
channel_out_op[287],genblk1_vcr/ops_4__opc/cho/flit_dataq/q_reg_1_,0.128,1.88,1.752,MET,2,DFF_X1
channel_out_op[281],genblk1_vcr/ops_4__opc/cho/genblk2_flit_validq/q_reg_0_,0.127,1.88,1.753,MET,2,DFFR_X1
channel_out_op[98],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_22_,0.127,1.88,1.753,MET,2,DFF_X1
channel_out_op[88],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_12_,0.126,1.88,1.754,MET,2,DFF_X1
channel_out_op[104],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_28_,0.126,1.88,1.754,MET,2,DFF_X1
channel_out_op[3],genblk1_vcr/ops_0__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_1_,0.126,1.88,1.754,MET,2,DFF_X1
channel_out_op[84],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_8_,0.126,1.88,1.754,MET,2,DFF_X1
channel_out_op[262],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_46_,0.125,1.88,1.755,MET,2,DFF_X1
channel_out_op[292],genblk1_vcr/ops_4__opc/cho/flit_dataq/q_reg_6_,0.125,1.88,1.755,MET,2,DFF_X1
channel_out_op[71],genblk1_vcr/ops_1__opc/cho/genblk2_flit_validq/q_reg_0_,0.125,1.88,1.755,MET,2,DFFR_X1
channel_out_op[54],genblk1_vcr/ops_0__opc/cho/flit_dataq/q_reg_48_,0.125,1.88,1.755,MET,2,DFF_X1
channel_out_op[227],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_11_,0.125,1.88,1.755,MET,2,DFF_X1
channel_out_op[112],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_36_,0.125,1.88,1.755,MET,2,DFF_X1
channel_out_op[115],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_39_,0.125,1.88,1.755,MET,2,DFF_X1
channel_out_op[116],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_40_,0.125,1.88,1.755,MET,2,DFF_X1
channel_out_op[49],genblk1_vcr/ops_0__opc/cho/flit_dataq/q_reg_43_,0.125,1.88,1.755,MET,2,DFF_X1
channel_out_op[143],genblk1_vcr/ops_2__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_1_,0.124,1.88,1.756,MET,2,DFF_X1
channel_out_op[117],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_41_,0.124,1.88,1.756,MET,2,DFF_X1
flow_ctrl_out_ip[13],genblk1_vcr/ips_4__ipc/fco/genblk1_genblk1_cred_vcq/q_reg_0_,0.124,1.88,1.756,MET,2,DFF_X1
channel_out_op[266],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_50_,0.124,1.88,1.756,MET,2,DFF_X1
channel_out_op[264],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_48_,0.124,1.88,1.756,MET,2,DFF_X1
channel_out_op[51],genblk1_vcr/ops_0__opc/cho/flit_dataq/q_reg_45_,0.123,1.88,1.757,MET,2,DFF_X1
channel_out_op[109],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_33_,0.123,1.88,1.757,MET,2,DFF_X1
channel_out_op[91],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_15_,0.123,1.88,1.757,MET,2,DFF_X1
channel_out_op[259],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_43_,0.123,1.88,1.757,MET,2,DFF_X1
channel_out_op[81],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_5_,0.123,1.88,1.757,MET,2,DFF_X1
channel_out_op[101],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_25_,0.123,1.88,1.757,MET,2,DFF_X1
channel_out_op[107],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_31_,0.123,1.88,1.757,MET,2,DFF_X1
channel_out_op[279],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_63_,0.123,1.88,1.757,MET,2,DFF_X1
channel_out_op[241],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_25_,0.123,1.88,1.757,MET,2,DFF_X1
channel_out_op[144],genblk1_vcr/ops_2__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_2_,0.122,1.88,1.758,MET,2,DFF_X1
channel_out_op[92],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_16_,0.121,1.88,1.759,MET,2,DFF_X1
channel_out_op[145],genblk1_vcr/ops_2__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_3_,0.121,1.88,1.759,MET,2,DFF_X1
channel_out_op[94],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_18_,0.121,1.88,1.759,MET,2,DFF_X1
channel_out_op[50],genblk1_vcr/ops_0__opc/cho/flit_dataq/q_reg_44_,0.121,1.88,1.759,MET,2,DFF_X1
channel_out_op[105],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_29_,0.121,1.88,1.759,MET,2,DFF_X1
channel_out_op[99],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_23_,0.121,1.88,1.759,MET,2,DFF_X1
channel_out_op[69],genblk1_vcr/ops_0__opc/cho/flit_dataq/q_reg_63_,0.121,1.88,1.759,MET,2,DFF_X1
channel_out_op[211],genblk1_vcr/ops_3__opc/cho/genblk2_flit_validq/q_reg_0_,0.12,1.88,1.76,MET,2,DFFR_X1
channel_out_op[86],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_10_,0.12,1.88,1.76,MET,2,DFF_X1
channel_out_op[103],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_27_,0.12,1.88,1.76,MET,2,DFF_X1
channel_out_op[141],genblk1_vcr/ops_2__opc/cho/genblk2_flit_validq/q_reg_0_,0.12,1.88,1.76,MET,2,DFFR_X1
channel_out_op[230],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_14_,0.119,1.88,1.761,MET,2,DFF_X1
channel_out_op[82],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_6_,0.119,1.88,1.761,MET,2,DFF_X1
channel_out_op[225],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_9_,0.119,1.88,1.761,MET,2,DFF_X1
channel_out_op[204],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_58_,0.119,1.88,1.761,MET,2,DFF_X1
channel_out_op[174],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_28_,0.118,1.88,1.762,MET,2,DFF_X1
channel_out_op[111],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_35_,0.118,1.88,1.762,MET,2,DFF_X1
channel_out_op[206],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_60_,0.118,1.88,1.762,MET,2,DFF_X1
channel_out_op[136],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_60_,0.117,1.88,1.763,MET,2,DFF_X1
channel_out_op[203],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_57_,0.117,1.88,1.763,MET,2,DFF_X1
channel_out_op[83],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_7_,0.117,1.88,1.763,MET,2,DFF_X1
channel_out_op[113],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_37_,0.117,1.88,1.763,MET,2,DFF_X1
channel_out_op[186],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_40_,0.116,1.88,1.764,MET,2,DFF_X1
channel_out_op[231],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_15_,0.116,1.88,1.764,MET,2,DFF_X1
channel_out_op[175],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_29_,0.116,1.88,1.764,MET,2,DFF_X1
channel_out_op[172],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_26_,0.116,1.88,1.764,MET,2,DFF_X1
channel_out_op[108],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_32_,0.116,1.88,1.764,MET,2,DFF_X1
channel_out_op[226],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_10_,0.116,1.88,1.764,MET,2,DFF_X1
channel_out_op[205],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_59_,0.116,1.88,1.764,MET,2,DFF_X1
channel_out_op[159],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_13_,0.116,1.88,1.764,MET,2,DFF_X1
channel_out_op[260],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_44_,0.116,1.88,1.764,MET,2,DFF_X1
channel_out_op[134],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_58_,0.116,1.88,1.764,MET,2,DFF_X1
channel_out_op[74],genblk1_vcr/ops_1__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_2_,0.115,1.88,1.765,MET,2,DFF_X1
channel_out_op[170],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_24_,0.115,1.88,1.765,MET,2,DFF_X1
channel_out_op[218],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_2_,0.115,1.88,1.765,MET,2,DFF_X1
channel_out_op[185],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_39_,0.115,1.88,1.765,MET,2,DFF_X1
channel_out_op[182],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_36_,0.115,1.88,1.765,MET,2,DFF_X1
channel_out_op[208],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_62_,0.115,1.88,1.765,MET,2,DFF_X1
channel_out_op[114],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_38_,0.115,1.88,1.765,MET,2,DFF_X1
channel_out_op[106],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_30_,0.115,1.88,1.765,MET,2,DFF_X1
channel_out_op[72],genblk1_vcr/ops_1__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_0_,0.115,1.88,1.765,MET,2,DFF_X1
channel_out_op[168],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_22_,0.115,1.88,1.765,MET,2,DFF_X1
channel_out_op[173],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_27_,0.115,1.88,1.765,MET,2,DFF_X1
channel_out_op[163],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_17_,0.114,1.88,1.766,MET,2,DFF_X1
channel_out_op[157],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_11_,0.114,1.88,1.766,MET,2,DFF_X1
channel_out_op[228],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_12_,0.114,1.88,1.766,MET,2,DFF_X1
channel_out_op[138],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_62_,0.114,1.88,1.766,MET,2,DFF_X1
channel_out_op[132],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_56_,0.114,1.88,1.766,MET,2,DFF_X1
channel_out_op[219],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_3_,0.114,1.88,1.766,MET,2,DFF_X1
channel_out_op[187],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_41_,0.114,1.88,1.766,MET,2,DFF_X1
channel_out_op[73],genblk1_vcr/ops_1__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_1_,0.114,1.88,1.766,MET,2,DFF_X1
channel_out_op[75],genblk1_vcr/ops_1__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_3_,0.113,1.88,1.767,MET,2,DFF_X1
channel_out_op[135],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_59_,0.113,1.88,1.767,MET,2,DFF_X1
channel_out_op[110],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_34_,0.113,1.88,1.767,MET,2,DFF_X1
channel_out_op[166],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_20_,0.113,1.88,1.767,MET,2,DFF_X1
channel_out_op[133],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_57_,0.113,1.88,1.767,MET,2,DFF_X1
channel_out_op[179],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_33_,0.113,1.88,1.767,MET,2,DFF_X1
channel_out_op[183],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_37_,0.113,1.88,1.767,MET,2,DFF_X1
channel_out_op[234],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_18_,0.113,1.88,1.767,MET,2,DFF_X1
channel_out_op[232],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_16_,0.113,1.88,1.767,MET,2,DFF_X1
channel_out_op[167],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_21_,0.113,1.88,1.767,MET,2,DFF_X1
channel_out_op[177],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_31_,0.113,1.88,1.767,MET,2,DFF_X1
channel_out_op[199],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_53_,0.113,1.88,1.767,MET,2,DFF_X1
channel_out_op[202],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_56_,0.112,1.88,1.768,MET,2,DFF_X1
channel_out_op[221],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_5_,0.112,1.88,1.768,MET,2,DFF_X1
channel_out_op[149],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_3_,0.112,1.88,1.768,MET,2,DFF_X1
channel_out_op[220],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_4_,0.112,1.88,1.768,MET,2,DFF_X1
channel_out_op[207],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_61_,0.112,1.88,1.768,MET,2,DFF_X1
channel_out_op[176],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_30_,0.112,1.88,1.768,MET,2,DFF_X1
channel_out_op[181],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_35_,0.112,1.88,1.768,MET,2,DFF_X1
channel_out_op[165],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_19_,0.112,1.88,1.768,MET,2,DFF_X1
channel_out_op[184],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_38_,0.112,1.88,1.768,MET,2,DFF_X1
channel_out_op[171],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_25_,0.111,1.88,1.769,MET,2,DFF_X1
channel_out_op[160],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_14_,0.111,1.88,1.769,MET,2,DFF_X1
channel_out_op[201],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_55_,0.111,1.88,1.769,MET,2,DFF_X1
channel_out_op[198],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_52_,0.111,1.88,1.769,MET,2,DFF_X1
channel_out_op[150],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_4_,0.111,1.88,1.769,MET,2,DFF_X1
channel_out_op[178],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_32_,0.11,1.88,1.77,MET,2,DFF_X1
channel_out_op[200],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_54_,0.109,1.88,1.771,MET,2,DFF_X1
channel_out_op[195],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_49_,0.109,1.88,1.771,MET,2,DFF_X1
channel_out_op[224],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_8_,0.109,1.88,1.771,MET,2,DFF_X1
channel_out_op[193],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_47_,0.109,1.88,1.771,MET,2,DFF_X1
channel_out_op[128],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_52_,0.109,1.88,1.771,MET,2,DFF_X1
channel_out_op[137],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_61_,0.109,1.88,1.771,MET,2,DFF_X1
channel_out_op[123],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_47_,0.109,1.88,1.771,MET,2,DFF_X1
channel_out_op[151],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_5_,0.109,1.88,1.771,MET,2,DFF_X1
channel_out_op[192],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_46_,0.108,1.88,1.772,MET,2,DFF_X1
channel_out_op[197],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_51_,0.108,1.88,1.772,MET,2,DFF_X1
channel_out_op[127],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_51_,0.108,1.88,1.772,MET,2,DFF_X1
channel_out_op[122],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_46_,0.107,1.88,1.773,MET,2,DFF_X1
channel_out_op[148],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_2_,0.107,1.88,1.773,MET,2,DFF_X1
channel_out_op[125],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_49_,0.107,1.88,1.773,MET,2,DFF_X1
channel_out_op[180],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_34_,0.107,1.88,1.773,MET,2,DFF_X1
channel_out_op[188],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_42_,0.107,1.88,1.773,MET,2,DFF_X1
channel_out_op[223],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_7_,0.107,1.88,1.773,MET,2,DFF_X1
channel_out_op[130],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_54_,0.107,1.88,1.773,MET,2,DFF_X1
channel_out_op[131],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_55_,0.107,1.88,1.773,MET,2,DFF_X1
channel_out_op[129],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_53_,0.107,1.88,1.773,MET,2,DFF_X1
channel_out_op[118],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_42_,0.107,1.88,1.773,MET,2,DFF_X1
channel_out_op[155],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_9_,0.107,1.88,1.773,MET,2,DFF_X1
channel_out_op[119],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_43_,0.106,1.88,1.774,MET,2,DFF_X1
channel_out_op[191],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_45_,0.106,1.88,1.774,MET,2,DFF_X1
channel_out_op[158],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_12_,0.106,1.88,1.774,MET,2,DFF_X1
channel_out_op[217],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_1_,0.106,1.88,1.774,MET,2,DFF_X1
channel_out_op[147],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_1_,0.105,1.88,1.775,MET,2,DFF_X1
channel_out_op[169],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_23_,0.105,1.88,1.775,MET,2,DFF_X1
channel_out_op[222],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_6_,0.105,1.88,1.775,MET,2,DFF_X1
channel_out_op[126],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_50_,0.105,1.88,1.775,MET,2,DFF_X1
channel_out_op[154],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_8_,0.104,1.88,1.776,MET,2,DFF_X1
channel_out_op[209],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_63_,0.104,1.88,1.776,MET,2,DFF_X1
channel_out_op[216],genblk1_vcr/ops_3__opc/cho/flit_dataq/q_reg_0_,0.104,1.88,1.776,MET,2,DFF_X1
channel_out_op[196],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_50_,0.104,1.88,1.776,MET,2,DFF_X1
channel_out_op[124],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_48_,0.104,1.88,1.776,MET,2,DFF_X1
channel_out_op[153],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_7_,0.104,1.88,1.776,MET,2,DFF_X1
channel_out_op[121],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_45_,0.103,1.88,1.777,MET,2,DFF_X1
channel_out_op[152],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_6_,0.103,1.88,1.777,MET,2,DFF_X1
channel_out_op[162],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_16_,0.103,1.88,1.777,MET,2,DFF_X1
channel_out_op[146],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_0_,0.103,1.88,1.777,MET,2,DFF_X1
channel_out_op[139],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_63_,0.103,1.88,1.777,MET,2,DFF_X1
channel_out_op[120],genblk1_vcr/ops_1__opc/cho/flit_dataq/q_reg_44_,0.102,1.88,1.778,MET,2,DFF_X1
channel_out_op[194],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_48_,0.101,1.88,1.779,MET,2,DFF_X1
channel_out_op[164],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_18_,0.101,1.88,1.779,MET,2,DFF_X1
channel_out_op[284],genblk1_vcr/ops_4__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_2_,0.101,1.88,1.779,MET,2,DFF_X1
channel_out_op[212],genblk1_vcr/ops_3__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_0_,0.1,1.88,1.78,MET,2,DFF_X1
channel_out_op[156],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_10_,0.1,1.88,1.78,MET,2,DFF_X1
channel_out_op[282],genblk1_vcr/ops_4__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_0_,0.1,1.88,1.78,MET,2,DFF_X1
channel_out_op[214],genblk1_vcr/ops_3__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_2_,0.1,1.88,1.78,MET,2,DFF_X1
channel_out_op[215],genblk1_vcr/ops_3__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_3_,0.1,1.88,1.78,MET,2,DFF_X1
channel_out_op[189],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_43_,0.1,1.88,1.78,MET,2,DFF_X1
channel_out_op[213],genblk1_vcr/ops_3__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_1_,0.099,1.88,1.781,MET,2,DFF_X1
channel_out_op[285],genblk1_vcr/ops_4__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_3_,0.099,1.88,1.781,MET,2,DFF_X1
channel_out_op[161],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_15_,0.099,1.88,1.781,MET,2,DFF_X1
channel_out_op[190],genblk1_vcr/ops_2__opc/cho/flit_dataq/q_reg_44_,0.099,1.88,1.781,MET,2,DFF_X1
channel_out_op[283],genblk1_vcr/ops_4__opc/cho/genblk2_genblk1_flit_ctrlq/q_reg_1_,0.099,1.88,1.781,MET,2,DFF_X1
